Date	        Open	High	Low	    Close	Volume	        Market Cap
Mar 10, 2022	$88.19	$88.45	$81.02	$82.94	$2,196,400,279	$26,486,185,022
Mar 09, 2022	$82.28	$89.48	$82.21	$88.20	$2,624,860,794	$28,458,658,755
Mar 08, 2022	$82.11	$84.78	$81.54	$82.25	$2,112,765,959	$26,160,615,239
Mar 07, 2022	$84.55	$86.48	$80.32	$82.13	$2,375,648,176	$26,381,762,346
Mar 06, 2022	$89.65	$89.87	$84.33	$84.54	$1,467,561,782	$27,115,147,514
Mar 05, 2022	$88.29	$91.04	$86.29	$89.65	$1,437,161,887	$28,456,383,337
Mar 04, 2022	$95.57	$95.71	$87.55	$88.25	$2,592,829,728	$27,999,802,538
Mar 03, 2022	$100.65	$101.43	$94.38	$95.54	$2,309,311,748	$30,629,630,123
Mar 02, 2022	$98.65	$105.98	$97.11	$100.65	$3,800,592,927	$32,268,084,489
Mar 01, 2022	$99.54	$101.56	$94.89	$98.65	$3,225,742,519	$31,614,901,348
Feb 28, 2022	$85.50	$101.04	$84.58	$99.52	$3,457,872,746	$31,852,723,642
Feb 27, 2022	$90.12	$91.99	$84.49	$85.52	$2,012,522,473	$27,371,485,041
Feb 26, 2022	$92.61	$94.60	$89.76	$90.14	$1,721,041,901	$28,838,878,173
Feb 25, 2022	$89.23	$94.78	$87.28	$92.60	$3,069,242,551	$29,625,083,071
Feb 24, 2022	$84.86	$92.28	$76.86	$89.19	$5,253,578,948	$28,536,069,022
Feb 23, 2022	$86.47	$92.74	$84.90	$84.90	$2,293,962,445	$27,151,072,802
Feb 22, 2022	$83.11	$87.16	$81.20	$86.47	$2,046,554,018	$27,650,979,801
Feb 21, 2022	$90.88	$95.90	$83.12	$83.12	$2,892,900,595	$26,582,210,816
Feb 20, 2022	$91.44	$93.32	$86.02	$90.90	$1,912,980,153	$29,057,463,086
Feb 19, 2022	$90.05	$92.54	$88.95	$91.50	$1,084,605,729	$29,247,783,191
Feb 18, 2022	$93.46	$96.20	$89.71	$90.07	$1,669,246,812	$28,790,343,297
Feb 17, 2022	$101.90	$102.63	$92.68	$93.41	$1,872,498,133	$29,847,059,424
Feb 16, 2022	$104.93	$105.35	$98.58	$101.93	$1,908,954,820	$32,541,672,670
Feb 15, 2022	$96.44	$105.29	$96.43	$104.87	$2,134,576,044	$33,474,369,632
Feb 14, 2022	$93.19	$97.74	$91.21	$96.43	$1,787,236,369	$30,767,492,262
Feb 13, 2022	$95.89	$97.21	$91.82	$93.24	$1,150,014,559	$29,629,765,454
Feb 12, 2022	$96.40	$99.55	$93.50	$95.92	$1,722,515,979	$30,479,311,443
Feb 11, 2022	$106.23	$107.85	$95.60	$96.38	$2,244,853,464	$30,613,785,508
Feb 10, 2022	$114.02	$114.79	$106.20	$106.20	$2,534,257,400	$33,715,605,751
Feb 09, 2022	$113.53	$116.83	$109.98	$114.02	$1,844,036,035	$36,197,167,003
Feb 08, 2022	$117.41	$119.97	$110.24	$113.60	$2,670,414,753	$36,047,442,125
Feb 07, 2022	$115.28	$121.55	$113.14	$117.36	$2,501,444,983	$37,240,734,079
Feb 06, 2022	$113.90	$115.87	$112.19	$115.30	$1,488,437,091	$36,532,195,892
Feb 05, 2022	$112.21	$118.21	$110.53	$113.89	$2,337,469,324	$35,923,375,177
Feb 04, 2022	$101.34	$112.41	$100.68	$112.17	$3,121,470,028	$35,380,926,661
Feb 03, 2022	$101.83	$102.67	$94.64	$101.46	$2,618,951,519	$31,947,820,325
Feb 02, 2022	$110.02	$111.96	$97.74	$101.84	$3,297,984,784	$32,067,089,981
Feb 01, 2022	$99.73	$112.98	$99.48	$109.98	$3,568,466,349	$34,630,740,597
Jan 31, 2022	$93.30	$100.73	$89.59	$99.74	$1,888,454,241	$31,427,675,611
Jan 30, 2022	$96.25	$97.30	$91.71	$93.30	$1,110,338,981	$29,398,127,131
Jan 29, 2022	$91.35	$98.61	$90.96	$96.22	$1,727,329,992	$30,320,117,871
Jan 28, 2022	$89.53	$93.36	$87.57	$91.31	$2,156,098,049	$28,760,488,351
Jan 27, 2022	$92.22	$94.06	$86.19	$89.63	$2,513,945,822	$28,231,276,793
Jan 26, 2022	$94.72	$103.72	$89.81	$92.24	$3,177,186,515	$29,051,998,871
Jan 25, 2022	$91.66	$99.70	$87.76	$94.72	$2,842,652,332	$29,821,092,634
Jan 24, 2022	$99.62	$99.77	$81.23	$91.65	$4,664,539,688	$28,841,432,696
Jan 23, 2022	$94.31	$104.52	$93.59	$99.58	$2,548,191,912	$31,336,377,846
Jan 22, 2022	$111.98	$113.59	$89.29	$94.18	$4,039,466,376	$29,621,569,902
Jan 21, 2022	$127.33	$128.43	$107.91	$111.97	$3,771,688,473	$35,215,581,863
Jan 20, 2022	$135.79	$143.62	$127.17	$127.21	$984,099,352	$40,002,152,189
Jan 19, 2022	$141.55	$142.29	$133.36	$135.79	$1,444,663,456	$42,659,386,706
Jan 18, 2022	$139.93	$142.47	$134.90	$141.59	$1,449,435,942	$44,479,908,452
Jan 17, 2022	$147.88	$148.21	$137.50	$139.93	$1,487,772,250	$43,958,119,359
Jan 16, 2022	$147.79	$151.77	$146.40	$147.86	$1,172,854,751	$46,428,403,267
Jan 15, 2022	$146.18	$149.35	$144.42	$147.80	$1,123,271,784	$46,411,116,638
Jan 14, 2022	$146.03	$150.47	$142.39	$146.16	$1,822,320,951	$45,895,557,121
Jan 13, 2022	$151.69	$157.54	$146.01	$146.01	$2,177,023,564	$45,522,685,150
Jan 12, 2022	$140.20	$152.94	$138.55	$151.70	$2,242,337,550	$47,297,750,723
Jan 11, 2022	$135.94	$143.30	$134.13	$140.18	$1,554,197,314	$43,687,287,951
Jan 10, 2022	$140.83	$143.56	$130.80	$135.95	$2,040,883,379	$42,328,403,947
Jan 09, 2022	$142.54	$145.44	$138.39	$140.84	$1,599,123,912	$43,849,094,270
Jan 08, 2022	$136.40	$147.84	$134.02	$142.51	$2,730,000,333	$44,370,497,801
Jan 07, 2022	$150.41	$150.52	$135.15	$136.40	$2,926,269,672	$42,449,507,269
Jan 06, 2022	$155.11	$155.11	$146.67	$150.43	$2,097,172,620	$46,546,249,338
Jan 05, 2022	$167.94	$171.11	$148.22	$155.10	$2,123,759,721	$47,990,806,949
Jan 04, 2022	$170.29	$173.74	$166.74	$167.94	$1,499,265,336	$51,940,766,393
Jan 03, 2022	$176.39	$176.39	$167.53	$170.30	$1,345,778,058	$52,670,374,804
Jan 02, 2022	$178.53	$179.43	$175.01	$176.38	$995,389,409	$54,552,495,292
Jan 01, 2022	$170.31	$178.96	$170.20	$178.52	$1,084,780,603	$55,188,725,653
